"name","age","hometown","occupation","eliminated","season","lon","lat","region","region.1","region.2","region.3","region.4","region.5","region.6","region.7","manager","teacher","nurse","student","sales","attorney","model","real_estate","owner"
"AshLee Frazier",32,"Houston, Texas","personal organizer","Week 9",17,-95.3698028,29.7604267,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Desiree Hartsock",26,"Northglenn, Colorado","bridal stylist","Week 8",17,-104.9811468,39.8961821,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Lesley Murphy",24,"Fort Smith, Arkansas","political consultant","Week 7",17,-94.3985475,35.3859242,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Tierra LiCausi",24,"Las Vegas, Nevada","leasing consultant","Week 7",17,-115.1398296,36.1699412,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Daniella McBride",24,"Belmont, California","commercial casting associate","Week 6",17,-122.2758008,37.5202145,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Selma Alameri",29,"Borrego Springs, California","real estate dealer","Week 6",17,-116.375012,33.2558717,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Sarah Herron",26,"Evergreen, Colorado","advertising executive","Week 6",17,-105.3172146,39.6333213,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Robyn Howard",24,"Topeka, Kansas","oil field account manager","Week 5",17,-95.6890185,39.0558235,"5",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Jackie Parr",25,"Ormond Beach, Florida","cosmetics consultant","Week 5",17,-81.0558894,29.2858129,"4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Amanda Meyer",26,"Bakersfield, California","fit model","Week 4",17,-119.0187125,35.3732921,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Leslie Hughes",28,"Ruskin, Florida","poker dealer","Week 4",17,-82.4331495,27.7208633,"4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Kristy Kaminski",25,"Darien, Wisconsin","model","Week 3",17,-88.7076041,42.6016813,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Taryn Renee Daniels",30,"Troutdale, Oregon","health club manager","Week 3",17,-122.3873133,45.5392862,"7",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"Kacie Boguskie",25,"Clarksville, Tennessee","administrative assistant","Week 3",17,-87.3594528,36.5297706,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brooke Burchette",25,"Pittsburgh, Pennsylvania","community organizer","Week 2",17,-79.9958864,40.4406248,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Diana Weeks Willardson",31,"Sandy, Utah","salon owner","Week 2",17,-111.8389726,40.5649781,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Katie Levans",27,"Woodstock, Illinois","yoga instructor","Week 2",17,-88.4487021,42.3147436,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ashley Harper",25,"Garner, North Carolina","fashion model","Week 1",17,-78.6141709,35.7112642,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Ashley Palenkas",28,"Macomb, Michigan","hair stylist","Week 1",17,-82.9286428,42.6651965,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kelly Dutton",28,"Chattanooga, Tennessee","cruise ship entertainer","Week 1",17,-85.3096801,35.0456297,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Keriann Miranda",29,"Agoura Hills, California","entrepreneur","Week 1",17,-118.7616764,34.1533395,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lacey Latka",24,"Stevenson Ranch, California","graduate student","Week 1",17,-118.5907538,34.3931105,"2",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Lauren Marchetti",27,"Cranston, Rhode Island","journalist","Week 1",17,-71.4372796,41.7798226,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paige Vigil",25,"Minnetonka, Minnesota","jumbotron operator","Week 1",17,-93.4687489,44.9211836,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nikki Ferrell",26,"Kearney, Missouri","pediatric nurse","Winner",18,-94.3621703,39.3677802,"5",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Clare Crawley",32,"Sacramento, California","hairstylist","Runner-up",18,-121.4943996,38.5815719,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Andi Dorfman",26,"Buckhead, Georgia","assistant district attorney","Week 9",18,-84.406761,33.8372663,"3",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Renee Oteri",32,"Martha's Vineyard, Massachusetts","real estate agent","Week 8",18,-70.645473,41.3804981,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Chelsie Webster",24,"Lexington, Ohio","science educator","Week 7",18,-82.5823931,40.6786691,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sharleen Joynt",29,"Ottawa, Ontario","opera singer","Week 7",18,-75.6971931,45.4215296,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kat Hurd",29,"Iowa City, Iowa","medical sales representative/nba dancer","Week 6",18,-91.5301683,41.6611277,"3",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Cassandra Ferguson",22,"Shelby Charter Township, Michigan","former nba dancer","Week 6",18,-83.0329934,42.670782,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alli Restko",26,"Orland Park, Illinois","nanny","Week 5",18,-87.8539425,41.6303103,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Danielle Ronco",25,"Litchfield, Illinois","psychiatric nurse","Week 5",18,-89.6542579,39.1753256,"3",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"Kelly Travis",27,"Conyers, Georgia","dog lover","Week 5",18,-84.0176904,33.6676103,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elise Mosca",27,"Forty Fort, Pennsylvania","first grade teacher","Week 4",18,-75.8782519,41.2789699,"1",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Lauren Solomon",26,"Austin, Texas","music composer","Week 4",18,-97.7430608,30.267153,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Christy Hansen",24,"Aurora, Illinois","marketing manager","Week 3",18,-88.3200715,41.7605849,"3",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Lucinda ""Lucy"" Aragon",25,"Santa Barbara, California","free spirit","Week 3",18,-119.6981901,34.4208305,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amy Long",27,"Clermont, Florida","local news reporter","Week 2",18,-81.7728543,28.5494447,"4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Chantel Forrest",27,"Miami, Florida","account manager","Week 2",18,-80.1917902,25.7616798,"4",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"Victoria Lima",24,"Porto Alegre, Brazil","legal assistant","Week 2",18,-51.2176584,-30.0346471,"4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Alexis Morgado",24,"Tampa, Florida","communications director/nhl ice girl","Week 1",18,-82.4571776,27.950575,"4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Amy Jokinen",31,"Apopka, Florida","massage therapist","Week 1",18,-81.5322149,28.6934076,"4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Ashley Poe",25,"Roanoke, Texas","grade school teacher","Week 1",18,-97.2258483,33.0040126,"5",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"Christine Llano",23,"Miami, Florida","police support specialist","Week 1",18,-80.1917902,25.7616798,"4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Kylie Lewis",23,"Rockford, Illinois","interior designer","Week 1",18,-89.0939952,42.2711311,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lacy Faddoul",25,"Antelope Acres, California","nursing home owner","Week 1",18,-118.28861,34.75444,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Lauren Higginson",25,"Edmond, Oklahoma","mineral coordinator","Week 1",18,-97.4780954,35.6528323,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Maggie Gantt",25,"Wagener, South Carolina","personal banker","Week 1",18,-81.3612142,33.6523712,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Valerie Eredia",26,"Sutter, California","personal trainer","Week 1",18,-121.7527482,39.1598915,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Whitney Bischoff",29,"Louisville, Kentucky","fertility nurse","Winner",19,-85.7584557,38.2526647,"3",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"Becca Tilley",25,"Shreveport, Louisiana","chiropractic assistant","Runner-up",19,-93.7501789,32.5251516,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Kaitlyn Bristowe",29,"Leduc, Alberta","dance instructor","Week 9",19,-113.5502217,53.2580126,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Jade Roper",28,"Gering, Nebraska","cosmetics developer","Week 8",19,-103.6577616,41.8263619,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Carly Waddell",29,"Arlington, Texas","cruise ship singer","Week 7",19,-97.1080656,32.735687,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Britt Nilsson",27,"Wolcott Mills, Michigan","waitress","Week 7",19,-82.940616,42.768738,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Megan Bell",24,"Nashville, Tennessee","make-up artist","Week 6",19,-86.7816016,36.1626638,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kelsey Poe",28,"Hudsonville, Michigan","guidance counselor","Week 6",19,-85.8650358,42.870859,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ashley Iaconetti",26,"Great Falls, Virginia","nanny/freelance journalist","Week 6",19,-77.2883157,38.9981652,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mackenzie Deonigi",21,"Maple Valley, Washington","dental assistant","Week 5",19,-122.0405833,47.3613229,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Samantha Steffen",27,"Indianapolis, Indiana","fashion designer","Week 5",19,-86.158068,39.768403,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ashley Salter",24,"Vinings, Georgia","hair stylist","Week 4",19,-84.4643744,33.8648262,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Juelia Kinney",30,"Beaverton, Oregon","esthetician","Week 4",19,-122.8037102,45.487062,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Nikki Delventhal",26,"Hasbrouck Heights, New Jersey","former nfl cheerleader","Week 4",19,-74.0806971,40.8581553,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jillian Anderson",25,"Howland, Ohio","news producer","Week 4",19,-80.7325287,41.2576207,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amber James",29,"Kankakee, Illinois","bartender","Week 3",19,-87.8611531,41.1200325,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tracy Darakis",29,"Wellington, Florida","fourth grade teacher","Week 3",19,-80.2683571,26.6617635,"4",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"Trina Scherenberg",33,"Algonquin, Illinois","special education teacher","Week 3",19,-88.2942493,42.1655801,"3",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Alissa Giambrone",24,"Hamilton, New Jersey","flight attendant","Week 2",19,-74.6796651,40.2115109,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jordan Branch",24,"Windsor, Colorado","student","Week 2",19,-104.9013617,40.4774818,"5",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Kimberly Sherbach",28,"Wantagh, New York","yoga instructor","Week 2",19,-73.5101258,40.6837121,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tandra Steiner",30,"Sandy, Utah","executive assistant","Week 2",19,-111.8389726,40.5649781,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tara Eddings",26,"Fort Lauderdale, Florida","sport fishing enthusiast","Week 2",19,-80.1373174,26.1224386,"4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Amanda Goerlitz",24,"Lake in the Hills, Illinois","ballet teacher","Week 1",19,-88.3303618,42.1816908,"3",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Bo Stanley",25,"Carpinteria, California","plus-size model","Week 1",19,-119.5184564,34.3988838,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Brittany Fetkin",26,"Temecula, California","wwe diva-in-training","Week 1",19,-117.1483648,33.4936391,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kara Wilson",25,"Brownsville, Kentucky","high school soccer coach","Week 1",19,-86.2677545,37.1925472,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Michelle Davis",25,"Provo, Utah","wedding cake baker","Week 1",19,-111.6585337,40.2338438,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nicole Meacham",31,"Scottsdale, Arizona","real estate agent","Week 1",19,-111.9260519,33.4941704,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Reegan Cornwell",28,"Manhattan Beach, California","cadaver tissue saleswoman","Week 1",19,-118.4109089,33.8847361,"2",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Lauren Bushnell",25,"West Linn, Oregon","flight attendant","Winner",20,-122.6123141,45.3656761,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Joelle ""JoJo"" Fletcher",24,"Dallas, Texas","real estate developer","Runner-up",20,-96.7969879,32.7766642,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Caila Quinn",24,"Hudson, Ohio","software sales representative","Week 9",20,-81.440667,41.240056,"3",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Amanda Stanton",25,"Rancho Santa Margarita, California","esthetician","Week 8",20,-117.603104,33.640855,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Becca Tilley",26,"Shreveport, Louisiana","chiropractic assistant","Week 7",20,-93.7501789,32.5251516,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Emily Ferguson",23,"Las Vegas, Nevada","waitress","Week 7",20,-115.1398296,36.1699412,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lauren Himle",25,"Dexter, Michigan","kindergarten teacher","Week 6",20,-83.8885552,42.3383697,"3",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Olivia Caridi",23,"Bristol, Virginia","former news anchor","Week 6",20,-82.1888089,36.595141,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leah Block",25,"Greenwood Village, Colorado","event planner","Week 6",20,-104.9508141,39.6172101,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Jennifer Saviano",25,"Lauderdale Lakes, Florida","small business owner","Week 5",20,-80.2083806,26.1664736,"4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"Jubilee Sharpe",24,"Fort Lauderdale, Florida","war veteran","Week 5",20,-80.1373174,26.1224386,"4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Amber James",30,"Kankakee, Illinois","bartender","Week 4",20,-87.8611531,41.1200325,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rachel Tchen",23,"Little Rock, Arkansas","unemployed","Week 4",20,-92.2895948,34.7464809,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Haley Ferguson",23,"Las Vegas, Nevada","waitress","Week 4",20,-115.1398296,36.1699412,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jami Letain",23,"St. Albert, Alberta","bartender","Week 3",20,-113.625642,53.6304753,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Shushanna Mkrtychyan",27,"Salt Lake City, Utah","mathematician","Week 3",20,-111.8910474,40.7607793,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lace Morris",25,"Denver, Colorado","real estate agent","Week 3",20,-104.990251,39.7392358,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Amanda ""Mandi"" Kremer",28,"Portland, Oregon","dentist","Week 2",20,-122.6764816,45.5230622,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Jacqueline ""Jackie"" Dion",23,"Newport Beach, California","gerontologist","Week 2",20,-117.9289469,33.6189101,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Samantha Passmore",26,"New Smyrna Beach, Florida","attorney","Week 2",20,-80.9269984,29.0258191,"4",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Lauren ""LB"" Barr",23,"Stillwater, Oklahoma","fashion buyer","Week 2",20,-97.0583681,36.1156071,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Breanne Rice",30,"Seattle, Washington","nutritional therapist","Week 1",20,-122.3320708,47.6062095,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Isabel ""Izzy"" Goodkind",24,"Branford, Connecticut","graphic designer","Week 1",20,-72.8141185,41.2799027,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jessica Moser",23,"Boca Raton, Florida","accountant","Week 1",20,-80.1289321,26.3683064,"4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Laura Esselman",24,"Louisville, Kentucky","account executive","Week 1",20,-85.7584557,38.2526647,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lauren Russell",26,"Houston, Texas","math teacher","Week 1",20,-95.3698028,29.7604267,"5",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"Maegan Miller",30,"Visalia, California","cowgirl","Week 1",20,-119.2920585,36.3302284,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tiara Soleim",27,"Redmond, Washington","chicken enthusiast","Week 1",20,-122.121512,47.6739881,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Alexis Waters",23,"Secaucus, New Jersey","aspiring dolphin trainer","Participating",21,-74.0565298,40.7895453,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Angela Amezcua",26,"Greenville, South Carolina","model","Participating",21,-82.3940104,34.8526176,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Astrid",26,"Tampa, Florida","plastic surgery office manager","Participating",21,-82.4571776,27.950575,"4",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"Briana Guertler",28,"Salt Lake City, Utah","surgical unit nurse","Participating",21,-111.8910474,40.7607793,"2",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Brittany Farrar",26,"Santa Monica, California","travel nurse","Participating",21,-118.4911912,34.0194543,"2",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Christen Whitney",25,"Martinsville, Indiana","wedding videographer","Participating",21,-86.4283279,39.4278253,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Corinne Olympios",24,"Fort Lauderdale, Florida","business owner","Participating",21,-80.1373174,26.1224386,"4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"Danielle Lombard",27,"Danville, California","small business owner","Participating",21,-121.9999606,37.8215929,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Danielle Maltby",31,"Colgate, Wisconsin","neonatal nurse","Participating",21,-88.2067595,43.1930623,"3",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"Dominique Alexis",25,"Los Angeles, California","restaurant server","Participating",21,-118.2436849,34.0522342,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elizabeth ""Liz"" Sandoz",29,"Scottsbluff, Nebraska","doula","Participating",21,-103.6671662,41.8666341,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Elizabeth Whitelaw",24,"New Trier, Illinois","marketing manager","Participating",21,-87.7468071,42.1055794,"3",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Hailey",23,"Vancouver, British Columbia","photographer","Participating",21,-123.1207375,49.2827291,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Ida Marie",23,"Harlingen, Texas","sales manager","Participating",21,-97.6961026,26.1906306,"5",0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"Jaimi King",28,"New Orleans, Louisiana","chef","Participating",21,-90.0715323,29.9510658,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Jasmine Brown",25,"Tacoma, Washington","flight attendant","Participating",21,-122.4442906,47.2528768,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Jasmine Goode",29,"Maplewood, New Jersey","pro basketball dancer","Participating",21,-74.271992,40.7299793,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Josephine Tutman",24,"Santa Cruz, California","unemployed nurse","Participating",21,-122.0307963,36.9741171,"2",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Kristina",24,"Lexington, Kentucky","dental hygienist","Participating",21,-84.5037164,38.0405837,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lacey",25,"Towaco, New Jersey","digital marketing manager","Participating",21,-74.3439578,40.9232019,"1",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Lauren Hussey",30,"Naples, Florida","law school graduate","Participating",21,-81.7948103,26.1420358,"4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Michelle Ramkissoon",24,"Los Angeles, California","food truck owner","Participating",21,-118.2436849,34.0522342,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Olivia",25,"Ketchikan, Alaska","apparel sales representative","Participating",21,-131.6461111,55.3422222,"7",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Rachel Lindsay",31,"Dallas, Texas","attorney","Participating",21,-96.7969879,32.7766642,"5",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Raven Gates",25,"Hoxie, Arkansas","fashion boutique owner","Participating",21,-90.9751205,36.0503484,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Sarah Vendal",26,"Palmdale, California","grade school teacher","Participating",21,-118.1164613,34.5794343,"2",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Susannah Milan",26,"San Diego, California","account manager","Participating",21,-117.1610838,32.715738,"2",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Taylor",23,"Seattle, Washington","mental health counselor","Participating",21,-122.3320708,47.6062095,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Vanessa Grimaldi",29,"Montreal, Quebec","special education teacher","Participating",21,-73.567256,45.5016889,"1",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Whitney",25,"Chanhassen, Minnesota","pilates instructor","Participating",21,-93.5323103,44.8619645,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
